name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Tangerang,2023-04-01T16:00:00,29.3,33.2,23.2,69.8,0,0,,0,0,35.3,17.1,267,1007.7,68.5,9.4,58,0.2,1,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-01T17:00:00,29,33.5,24,74.65,0,0,,0,0,38.9,20.3,249,1008,50,9.8,50,0.2,1,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-01T18:00:00,28,31.9,24,78.92,0,0,,0,0,38.9,27,250,1008,49.1,8.9,27,0.1,0,3,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-01T19:00:00,27.2,30.1,23.3,79.21,0.045,100,rain,0,0,33.8,19.6,256,1009.6,67.2,8,0,0,0,3,"Rain, Partially cloudy",rain,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-01T20:00:00,27,30.6,24.9,88.39,0,0,,0,0,27.7,16.2,269,1010,49.1,7.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-01T21:00:00,26,26,24,88.54,0,0,,0,0,19.8,18.2,278,1011,27.7,7.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-01T22:00:00,26,26,23.6,86.37,0.027,100,rain,0,0,15.1,12.1,260,1011.2,58.8,8,0,0,0,10,"Rain, Partially cloudy",rain,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-01T23:00:00,25,25,24,94.19,0,0,,0,0,11.5,7.6,270,1010,27.7,8,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-02T00:00:00,25,25,24,94.19,0,0,,0,0,7.6,9.4,290,1010,27.7,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-02T01:00:00,25,25,23.6,92.17,0,0,,0,0,6.8,4.4,289,1009,58.8,6.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-02T02:00:00,25,25,24,94.19,0,0,,0,0,9,7.6,210,1008,27.7,6,0,0,0,3,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-02T03:00:00,25,25,24,94.19,0,0,,0,0,9.4,9.4,250,1008,27.7,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-02T04:00:00,24.5,24.5,23.4,93.67,0,0,,0,0,7.9,6.1,255,1008.4,58.7,6.8,0,0,0,3,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-02T05:00:00,25,25,24,94.19,0,0,,0,0,7.6,7.5,231,1008,27.7,6,0,0,0,3,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T06:00:00,24,24,24,99.75,0,0,,0,0,10.8,5.5,259,1009,27.7,4.1,0,0,0,3,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T07:00:00,25.9,25.9,24.1,90.08,0.004,100,rain,0,0,9.7,7.3,253,1009.5,56.4,5.3,14,0.1,0,3,"Rain, Partially cloudy",rain,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-02T08:00:00,28,32.6,25,83.99,0,0,,0,0,8.6,14.6,269,1010,27.7,9.8,67,0.2,1,3,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T09:00:00,29,34.5,25,79.06,0,0,,0,0,13,13,251,1010,50,9.8,398,1.4,4,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T10:00:00,30.2,36.7,25.2,74.64,0,0,,0,0,15.1,15.5,262,1009.6,41.8,9.9,628,2.3,6,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96749599999"
Tangerang,2023-04-02T11:00:00,32,39.1,25,66.57,0,0,,0,0,17.6,14.5,307,1008,50,9.8,804,2.9,8,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T12:00:00,31,39.1,25.9,74.24,0,0,,0,0,18.4,16.3,325,1008,50,9.9,910,3.3,9,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T13:00:00,31.8,40.1,25.8,70.55,0,0,,0,0,17.6,21,309,1007.1,67.2,9.9,915,3.3,9,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-02T14:00:00,31,39.2,26,74.61,0,0,,0,0,18,20.1,303,1006,50,9.8,899,3.2,9,30,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T15:00:00,32,40.7,26,70.31,0,0,,0,0,18.4,20.1,299,1005,28.6,9.8,744,2.7,7,30,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T16:00:00,32.1,39,24.8,65.36,0,0,,0,0,23.8,16,282,1005.2,58,9.9,449,1.6,4,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-02T17:00:00,29.9,36,25,74.98,0,0,,0,0,27,18.1,254,1006,50,9.8,289,1,3,30,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T18:00:00,28.9,34.4,25,79.25,0,0,,0,0,31.3,17.8,248,1007,28.6,8.8,62,0.2,0,30,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T19:00:00,28.3,32.6,24.1,77.98,0,0,,0,0,30.6,12,266,1008.2,58.3,8.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-02T20:00:00,27.9,32.4,24.9,83.99,0,0,,0,0,28.1,13,235,1008,27.7,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T21:00:00,27.9,32.4,24.9,83.99,0,0,,0,0,20.9,10.9,226,1009,27.7,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-02T22:00:00,26.9,30.1,24.5,86.94,0,0,,0,0,12.6,6.2,212,1009.6,62.9,7.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-02T23:00:00,26.9,30.4,24.9,88.83,0,0,,0,0,9,7.5,206,1010,27.7,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T00:00:00,26.9,30.4,24.9,88.83,0,0,,0,0,6.5,5.4,227,1009.1,27.7,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T01:00:00,25.5,25.5,23.7,89.5,0,0,,0,0,2.2,6.7,229,1009.2,61.5,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-03T02:00:00,26,26,24,88.76,0,0,,0,0,2.9,5.4,200,1008,27.7,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-03T03:00:00,25,25,24,94.19,0,0,,0,0,4,7.6,230,1008,27.7,6,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-03T04:00:00,24.3,24.3,23.3,93.96,0,0,,0,0,4.3,3.2,277,1008.2,47.6,6.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-03T05:00:00,25,25,23,89.13,0,0,,0,0,5.8,5.2,166,1008,27.7,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T06:00:00,25,25,24,94.43,0,0,,0,0,6.8,9.2,179,1009,27.7,4,0,0,0,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T07:00:00,25.7,25.7,23.6,88.41,0,0,,0,0,7.2,7.7,182,1009.5,46.5,4.5,64,0.2,1,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-03T08:00:00,28,31.9,24,79.32,0,0,,0,0,9.7,7.5,196,1010,27.7,7.9,270,1,3,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T09:00:00,30,35.1,24,70.46,0,0,,0,0,13.3,12.6,247,1010,27.7,9.8,480,1.7,5,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T10:00:00,30.9,35.8,23.5,64.69,0,0,,0,0,16.6,10.8,269,1010.5,47.8,9.9,705,2.5,7,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-03T11:00:00,31,36.5,23.9,65.72,0,0,,0,0,18.7,14.4,288,1010,28.6,9.8,892,3.2,9,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T12:00:00,32,40.4,25.8,69.61,0,0,,0,0,19.4,18.4,340,1009,50,9.8,920,3.3,9,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T13:00:00,31.7,37.8,24.2,64.29,0,0,,0,0,18.7,20.7,333,1008.4,68.1,9.9,912,3.3,9,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-03T14:00:00,26.2,26.2,23.1,82.95,0,0,,0,0,18.7,4.2,330,1008,87.4,4.1,773,2.8,8,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T15:00:00,29,34.4,24.9,78.85,0,0,,0,0,18,5.4,270,1007,28.6,9.8,529,1.9,5,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T16:00:00,31,36.7,24.1,66.85,10.461,100,rain,0,0,18.7,6.6,287,1006.7,47.8,9.8,388,1.4,4,10,"Rain, Partially cloudy",rain,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-03T17:00:00,31,37.6,24.9,70.12,0,0,,0,0,21.2,14.9,250,1007,27.7,9.8,260,0.9,3,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T18:00:00,29,33.6,23.9,73.91,0,0,,0,0,26.6,18.1,241,1007,27.7,9.8,44,0.2,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T19:00:00,27.6,30.3,22.3,73.04,0,0,,0,0,31.3,10.7,255,1008.6,46,8.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-03T20:00:00,27,29.3,22,74.14,0,0,,0,0,32,14.9,251,1009,27.7,7.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-03T21:00:00,26,26,23,83.57,0,0,,0,0,31,11.2,260,1010,27.7,8,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-03T22:00:00,26.1,26.1,23.2,84.12,0,0,,0,0,28.8,10.4,258,1010.5,56.4,8,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-03T23:00:00,26,26,23,83.57,0,0,,0,0,27.4,11.2,260,1010,27.7,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-04T00:00:00,25,25,23,88.68,0,0,,0,0,28.1,13,260,1010,27.7,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-04T01:00:00,25.3,25.3,23.1,87.67,0,0,,0,0,26.6,8.2,259,1010.1,56,7.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-04T02:00:00,25,25,24,94.19,0,0,,0,0,23,7.6,250,1009,27.7,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-04T03:00:00,25,25,24,94.19,0,0,,0,0,20.9,7.6,290,1009,27.7,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-04T04:00:00,25,25,23.6,91.74,0,0,,0,0,14,6.6,284,1009.2,65.4,6,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-04T05:00:00,25,25,24,93.95,0,0,,0,0,13.3,7.5,269,1009,49.1,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T06:00:00,25,25,24,94.19,0,0,,0,0,13.3,3.7,287,1009,27.7,5,0,0,0,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T07:00:00,25.6,25.6,23.7,89.44,0,0,,0,0,15.5,4.5,236,1010.2,47.2,4.9,71,0.3,1,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-04T08:00:00,27,30.7,25,88.4,0,0,,0,0,14.8,7.6,240,1010,27.1,7,304,1.1,3,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T09:00:00,29,34.5,24.9,78.47,0,0,,0,0,15.8,18,260,1011,28.6,9.8,536,1.9,5,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T10:00:00,29.2,33.4,23.4,71.15,0.003,100,rain,0,0,15.5,12.5,268,1011.3,68.9,9.8,723,2.6,7,10,"Rain, Partially cloudy",rain,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-04T11:00:00,30,36.1,24.9,74.07,0,0,,0,0,15.8,16.3,280,1010,50,9.8,802,2.9,8,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T12:00:00,30.1,35.1,23.9,69.42,0,0,,0,0,16.9,13,280,1009,49.1,9.8,860,3.1,9,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T13:00:00,30.6,35.1,23.1,64.15,0,0,,0,0,16.9,14.4,282,1009.1,68.2,9.9,869,3.1,9,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-04T14:00:00,32,37.8,23.9,62.55,0,0,,0,0,17.3,18.1,298,1008,50,9.8,794,2.9,8,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T15:00:00,32,36.8,23,58.75,0,0,,0,0,16.6,12.9,290,1006,49.1,7,600,2.2,6,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T16:00:00,31,36.9,24.3,67.4,0,0,,0,0,17.3,14.3,297,1006.4,72.7,7.3,389,1.4,4,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-04T17:00:00,31,34.5,22,58.66,0,0,,0,0,20.2,16.4,289,1007,50,7,208,0.7,2,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T18:00:00,30,36.1,24.9,73.89,0,0,,0,0,27.7,12.6,280,1007,27.7,7,46,0.2,0,30,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T19:00:00,29.2,33.6,23.7,71.92,0,0,,0,0,26.3,9.9,300,1008.7,71.7,7.2,0,0,0,30,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96749599999"
Tangerang,2023-04-04T20:00:00,28,32,23.9,78.33,0,0,,0,0,22,16.1,280,1009,27.7,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T21:00:00,28,32,24,78.53,0,0,,0,0,16.2,14.6,270,1010,27.7,6,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-04T22:00:00,27.1,29.7,22.7,76.92,0,0,,0,0,14,9.3,262,1010.5,53.9,6.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-04T23:00:00,26,26,24,88.76,0,0,,0,0,15.8,13,280,1010,27.7,6,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-05T00:00:00,26,26,24,88.76,0,0,,0,0,13,13,250,1009,27.7,6,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-05T01:00:00,25.2,25.2,23.4,89.83,0,0,,0,0,11.9,7.7,231,1009.3,44,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-05T02:00:00,25,25,24,94.19,0,0,,0,0,10.1,7.6,260,1009,27.7,6,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-05T03:00:00,25,25,24,94.19,0,0,,0,0,7.9,9.4,250,1009,27.7,6,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-05T04:00:00,24.5,24.5,23.2,92.79,0,0,,0,0,7.6,5.3,208,1009.4,45.1,6.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-05T05:00:00,25,25,23.9,93.48,0,0,,0,0,7.9,7.6,211,1009,27.7,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-05T06:00:00,24,24,24,100,0,0,,0,0,9.7,9.4,220,1009,27.7,5,0,0,0,3,Partially cloudy,partly-cloudy-day,"WIII,96749099999"
Tangerang,2023-04-05T07:00:00,24.8,24.8,22.5,87.05,0,0,,0,0,10.8,6.3,209,1010.1,43.3,6,60,0.2,1,3,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-05T08:00:00,28,31.2,23,74.49,0,0,,0,0,8.6,5.4,220,1010,27.1,6.9,313,1.1,3,3,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-05T09:00:00,30,34.2,23,66.18,0,0,,0,0,9,11,198,1010,27.7,6.9,562,2,6,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-05T10:00:00,31,34,21.3,56.26,0,0,,0,0,6.5,7.1,289,1010.4,54.2,7.3,764,2.8,8,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-05T11:00:00,33,36,21,49.39,0,0,,0,0,8.6,12.7,275,1009,27.7,6.9,912,3.3,9,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-05T12:00:00,33,37.9,22.9,55.38,0,0,,0,0,9.4,12.6,297,1008,50,7,961,3.5,10,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-05T13:00:00,33.8,38.3,22.3,51.19,0,0,,0,0,11.9,16.6,268,1008,65.3,7.3,974,3.5,10,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-05T14:00:00,34,38.3,22,49.66,0,0,,0,0,14.4,25.9,290,1007,50,8,902,3.2,9,10,Partially cloudy,partly-cloudy-day,"WIII,96749099999"
Tangerang,2023-04-05T15:00:00,32,39.1,24.9,65.92,0,0,,0,0,16.6,18.1,351,1006,28.6,9.8,725,2.6,7,10,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-05T16:00:00,31.9,37.7,24,63.12,0,0,,0,0,16.2,16.2,318,1006.2,47.8,9.9,389,1.4,4,10,Partially cloudy,partly-cloudy-day,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-05T17:00:00,31,37.6,25,70.47,0,0,,0,0,14,14.6,331,1006,50,9.8,208,0.7,2,30,Partially cloudy,partly-cloudy-day,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-05T18:00:00,30,35.1,24,70.29,0,0,,0,0,18.7,26.9,275,1006,28.6,8.9,58,0.2,0,30,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-05T19:00:00,29,33,23.3,71.47,0,0,,0,0,21.6,14.6,252,1008.4,47.7,9.4,0,0,0,30,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-05T20:00:00,28,30.8,22.1,70.11,0,0,,0,0,16.6,16.3,254,1009,28.6,8.9,0,0,0,30,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-05T21:00:00,27,29.2,22,74.32,0,0,,0,0,16.6,16.4,254,1010,28.6,7.9,0,0,0,30,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-05T22:00:00,27.1,28.8,20.7,67.94,0,0,rain,0,0,18.4,11.5,233,1010.7,65.7,8,0,0,0,30,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-05T23:00:00,26.9,28.4,20,66.06,0,0,,0,0,16.6,14.4,217,1011,50,7.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-06T00:00:00,26,26,22,78.63,0,0,,0,0,12.6,10.7,272,1011,49.1,6.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,WIHH,96749099999,96749599999"
Tangerang,2023-04-06T01:00:00,26.1,26.1,21.8,77.17,0,0,,0,0,13.3,9.4,257,1010.5,67.3,8,0,0,0,10,Partially cloudy,partly-cloudy-night,"96737099999,96741099999,96739099999,WIII,96749099999,96745099999"
Tangerang,2023-04-06T02:00:00,25,25,22,83.45,0,0,,0,0,11.9,16.6,250,1009,50,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
Tangerang,2023-04-06T03:00:00,25,25,23,88.68,0,0,,0,0,11.9,11.2,250,1009,50,7,0,0,0,10,Partially cloudy,partly-cloudy-night,"WIII,96749099999"
